Key,Demographic,Ad Duration,Platform,Building,Reinforcing,Impacting,Activating,Active 1 Sec,Active 2 Sec,Active 3 Sec,Active 4 Sec,Active 5 Sec,Active 6 Sec,Active 7 Sec,Active 8 Sec,Active 9 Sec,Active 10 Sec,Any 1 Sec,Any 2 Sec,Any 3 Sec,Any 4 Sec,Any 5 Sec,Any 6 Sec,Any 7 Sec,Any 8 Sec,Any 9 Sec,Any 10 Sec
Foxtel GoP25-5415sec,P25-54,15sec,Foxtel Go,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
BingeP25-5415sec,P25-54,15sec,Binge,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
NetflixP25-5415sec,P25-54,15sec,Netflix,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
Amazon PrimeP25-5415sec,P25-54,15sec,Amazon Prime,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
Samsung In-StreamP25-5415sec,P25-54,15sec,Samsung In-Stream,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
Linear TV Metro & RegionalP25-5430sec,P25-54,30sec,Linear TV Metro & Regional,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV MetroP25-5430sec,P25-54,30sec,Linear TV Metro,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV RegionalP25-5430sec,P25-54,30sec,Linear TV Regional,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV Metro 5 Cap Seven NetworkP25-5430sec,P25-54,30sec,Linear TV Metro 5 Cap Seven Network,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV Metro 5 Cap Nine NetworkP25-5430sec,P25-54,30sec,Linear TV Metro 5 Cap Nine Network,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV Metro 5 Cap Ten NetworkP25-5430sec,P25-54,30sec,Linear TV Metro 5 Cap Ten Network,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV Metro 5 Cap SBS NetworkP25-5430sec,P25-54,30sec,Linear TV Metro 5 Cap SBS Network,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV Regional 4 Seven NetworkP25-5430sec,P25-54,30sec,Linear TV Regional 4 Seven Network,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV Regional 4 Nine NetworkP25-5430sec,P25-54,30sec,Linear TV Regional 4 Nine Network,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV Regional 4 Ten NetworkP25-5430sec,P25-54,30sec,Linear TV Regional 4 Ten Network,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Linear TV Regional 4 SBS NetworkP25-5430sec,P25-54,30sec,Linear TV Regional 4 SBS Network,0.671478736,0.898036156,0.301729744,0.44479126,0.44479126,0.400702302,0.357003512,0.325660034,0.301729744,0.272207049,0.257250618,0.239172844,0.220054623,0.199895955,1,1,1,0.950318637,0.898036156,0.838990766,0.794251528,0.75081285,0.712056184,0.671478736
Foxtel LinearP25-5430sec,P25-54,30sec,Foxtel Linear,0.736390533,0.900591716,0.28964497,0.386686391,0.386686391,0.348224852,0.319526627,0.304733728,0.28964497,0.275147929,0.257988166,0.23816568,0.226331361,0.216568047,1,1,0.958579882,0.930177515,0.900591716,0.86183432,0.826923077,0.785798817,0.763313609,0.736390533
YouTube Instant ReserveP25-5430sec,P25-54,30sec,YouTube Instant Reserve,0.413443432,0.826747812,0.404877689,0.658166101,0.658166101,0.604438256,0.51425223,0.458605534,0.404877689,0.362662953,0.320448218,0.301259702,0.247531857,0.201479419,1,1,1,0.933981136,0.826747812,0.749548725,0.68058125,0.59759774,0.467727482,0.413443432
YouTube SelectP25-5430sec,P25-54,30sec,YouTube Select,0.413443432,0.826747812,0.404877689,0.658166101,0.658166101,0.604438256,0.51425223,0.458605534,0.404877689,0.362662953,0.320448218,0.301259702,0.247531857,0.201479419,1,1,1,0.933981136,0.826747812,0.749548725,0.68058125,0.59759774,0.467727482,0.413443432
YouTube OMG Line UpsP25-5430sec,P25-54,30sec,YouTube OMG Line Ups,0.413443432,0.826747812,0.404877689,0.658166101,0.658166101,0.604438256,0.51425223,0.458605534,0.404877689,0.362662953,0.320448218,0.301259702,0.247531857,0.201479419,1,1,1,0.933981136,0.826747812,0.749548725,0.68058125,0.59759774,0.467727482,0.413443432
Nine NowP25-5430sec,P25-54,30sec,Nine Now,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
Ten PlayP25-5430sec,P25-54,30sec,Ten Play,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
Seven PlusP25-5430sec,P25-54,30sec,Seven Plus,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
SBS On DemandP25-5430sec,P25-54,30sec,SBS On Demand,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
KayoP25-5430sec,P25-54,30sec,Kayo,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
Foxtel GoP25-5430sec,P25-54,30sec,Foxtel Go,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
BingeP25-5430sec,P25-54,30sec,Binge,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
NetflixP25-5430sec,P25-54,30sec,Netflix,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
Amazon PrimeP25-5430sec,P25-54,30sec,Amazon Prime,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
Samsung In-StreamP25-5430sec,P25-54,30sec,Samsung In-Stream,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
Linear TV Metro & RegionalP25-54Other,P25-54,Other,Linear TV Metro & Regional,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV MetroP25-54Other,P25-54,Other,Linear TV Metro,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV RegionalP25-54Other,P25-54,Other,Linear TV Regional,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV Metro 5 Cap Seven NetworkP25-54Other,P25-54,Other,Linear TV Metro 5 Cap Seven Network,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV Metro 5 Cap Nine NetworkP25-54Other,P25-54,Other,Linear TV Metro 5 Cap Nine Network,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV Metro 5 Cap Ten NetworkP25-54Other,P25-54,Other,Linear TV Metro 5 Cap Ten Network,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV Metro 5 Cap SBS NetworkP25-54Other,P25-54,Other,Linear TV Metro 5 Cap SBS Network,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV Regional 4 Seven NetworkP25-54Other,P25-54,Other,Linear TV Regional 4 Seven Network,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV Regional 4 Nine NetworkP25-54Other,P25-54,Other,Linear TV Regional 4 Nine Network,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV Regional 4 Ten NetworkP25-54Other,P25-54,Other,Linear TV Regional 4 Ten Network,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Linear TV Regional 4 SBS NetworkP25-54Other,P25-54,Other,Linear TV Regional 4 SBS Network,0.517456817,0.786990077,0.250716648,0.389195149,0.389195149,0.343256156,0.308563028,0.27783903,0.250716648,0.221903712,0.206247703,0.185446527,0.165453877,0.144579199,1,1,0.950753399,0.847115031,0.786990077,0.718191841,0.665711136,0.613450937,0.562954796,0.517456817
Foxtel LinearP25-54Other,P25-54,Other,Foxtel Linear,0.638871858,0.830369916,0.241978336,0.337829552,0.337829552,0.293684856,0.269364398,0.254445126,0.241978336,0.222154098,0.200081749,0.179848764,0.169834457,0.156958921,1,0.968322093,0.892295115,0.858164725,0.830369916,0.78397711,0.738401798,0.69527897,0.669323523,0.638871858
YouTube Instant ReserveP25-54Other,P25-54,Other,YouTube Instant Reserve,0.394668703,0.789170545,0.382926397,0.622482248,0.622482248,0.57166737,0.486370969,0.433741275,0.382926397,0.343000422,0.303074447,0.284926277,0.234111399,0.19055579,1,1,1,0.89150907,0.789170545,0.715556031,0.649868232,0.570288019,0.446151028,0.394668703
YouTube SelectP25-54Other,P25-54,Other,YouTube Select,0.394668703,0.789170545,0.382926397,0.622482248,0.622482248,0.57166737,0.486370969,0.433741275,0.382926397,0.343000422,0.303074447,0.284926277,0.234111399,0.19055579,1,1,1,0.89150907,0.789170545,0.715556031,0.649868232,0.570288019,0.446151028,0.394668703
YouTube OMG Line UpsP25-54Other,P25-54,Other,YouTube OMG Line Ups,0.394668703,0.789170545,0.382926397,0.622482248,0.622482248,0.57166737,0.486370969,0.433741275,0.382926397,0.343000422,0.303074447,0.284926277,0.234111399,0.19055579,1,1,1,0.89150907,0.789170545,0.715556031,0.649868232,0.570288019,0.446151028,0.394668703
Nine NowP25-54Other,P25-54,Other,Nine Now,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
Ten PlayP25-54Other,P25-54,Other,Ten Play,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
Seven PlusP25-54Other,P25-54,Other,Seven Plus,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
SBS On DemandP25-54Other,P25-54,Other,SBS On Demand,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
KayoP25-54Other,P25-54,Other,Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
Foxtel GoP25-54Other,P25-54,Other,Foxtel Go,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
BingeP25-54Other,P25-54,Other,Binge,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
NetflixP25-54Other,P25-54,Other,Netflix,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
Amazon PrimeP25-54Other,P25-54,Other,Amazon Prime,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
Samsung In-StreamP25-54Other,P25-54,Other,Samsung In-Stream,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
ESPN KayoP18+15sec,P18+,15sec,ESPN Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
ESPN KayoP18+30sec,P18+,30sec,ESPN Kayo,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
ESPN KayoP18+Other,P18+,Other,ESPN Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
ESPN KayoP18-4415sec,P18-44,15sec,ESPN Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
ESPN KayoP18-4430sec,P18-44,30sec,ESPN Kayo,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
ESPN KayoP18-44Other,P18-44,Other,ESPN Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
ESPN KayoP18-6415sec,P18-64,15sec,ESPN Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
ESPN KayoP18-6430sec,P18-64,30sec,ESPN Kayo,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
ESPN KayoP18-64Other,P18-64,Other,ESPN Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
ESPN KayoP25-5415sec,P25-54,15sec,ESPN Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
ESPN KayoP25-5430sec,P25-54,30sec,ESPN Kayo,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
ESPN KayoP25-54Other,P25-54,Other,ESPN Kayo,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
TubiP18+15sec,P18+,15sec,Tubi,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
TubiP18+30sec,P18+,30sec,Tubi,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
TubiP18+Other,P18+,Other,Tubi,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
TubiP18-4415sec,P18-44,15sec,Tubi,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
TubiP18-4430sec,P18-44,30sec,Tubi,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
TubiP18-44Other,P18-44,Other,Tubi,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
TubiP18-6415sec,P18-64,15sec,Tubi,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
TubiP18-6430sec,P18-64,30sec,Tubi,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
TubiP18-64Other,P18-64,Other,Tubi,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
TubiP25-5415sec,P25-54,15sec,Tubi,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
TubiP25-5430sec,P25-54,30sec,Tubi,0.957799063,1,0.699419895,0.83518225,0.83518225,0.803231489,0.763880146,0.726726864,0.699419895,0.672112925,0.657698006,0.640327277,0.610270888,0.59856411,1,1,1,1,1,1,1,1,0.984461162,0.957799063
TubiP25-54Other,P25-54,Other,Tubi,0.652742188,0.958326944,0.605622285,0.760354374,0.760354374,0.730385893,0.682817957,0.644092342,0.605622285,0.57279155,0.548632763,0.522088764,0.481625351,0.451077605,1,1,1,1,0.958326944,0.872657428,0.816163304,0.764125933,0.700537365,0.652742188
YouTube VevoP18+15sec,P18+,15sec,YouTube Vevo,0.394668703,0.789170545,0.382926397,0.622482248,0.622482248,0.57166737,0.486370969,0.433741275,0.382926397,0.343000422,0.303074447,0.284926277,0.234111399,0.19055579,1,1,1,0.89150907,0.789170545,0.715556031,0.649868232,0.570288019,0.446151028,0.394668703
YouTube VevoP18+30sec,P18+,30sec,YouTube Vevo,0.413443432,0.826747812,0.404877689,0.658166101,0.658166101,0.604438256,0.51425223,0.458605534,0.404877689,0.362662953,0.320448218,0.301259702,0.247531857,0.201479419,1,1,1,0.933981136,0.826747812,0.749548725,0.68058125,0.59759774,0.467727482,0.413443432
YouTube VevoP18+Other,P18+,Other,YouTube Vevo,0.394668703,0.789170545,0.382926397,0.622482248,0.622482248,0.57166737,0.486370969,0.433741275,0.382926397,0.343000422,0.303074447,0.284926277,0.234111399,0.19055579,1,1,1,0.89150907,0.789170545,0.715556031,0.649868232,0.570288019,0.446151028,0.394668703
YouTube VevoP18-4415sec,P18-44,15sec,YouTube Vevo,0.394668703,0.789170545,0.382926397,0.622482248,0.622482248,0.57166737,0.486370969,0.433741275,0.382926397,0.343000422,0.303074447,0.284926277,0.234111399,0.19055579,1,1,1,0.89150907,0.789170545,0.715556031,0.649868232,0.570288019,0.446151028,0.394668703
YouTube VevoP18-4430sec,P18-44,30sec,YouTube Vevo,0.413443432,0.826747812,0.404877689,0.658166101,0.658166101,0.604438256,0.51425223,0.458605534,0.404877689,0.362662953,0.320448218,0.301259702,0.247531857,0.201479419,1,1,1,0.933981136,0.826747812,0.749548725,0.68058125,0.59759774,0.467727482,0.413443432
YouTube VevoP18-44Other,P18-44,Other,YouTube Vevo,0.394668703,0.789170545,0.382926397,0.622482248,0.622482248,0.57166737,0.486370969,0.433741275,0.382926397,0.343000422,0.303074447,0.284926277,0.234111399,0.19055579,1,1,1,0.89150907,0.789170545,0.715556031,0.649868232,0.570288019,0.446151028,0.394668703
